レースID,年月日,レースNo,レース名,クラス,種別,距離,天候,状態,発走,競馬場,条件,
200006060411,2000年12月10日,11,第52回朝日杯3歳ステークス,G1,芝右 外,1600,曇,良,15:20,6回中山4日目,3歳オープン(混),
200006060611,2000年12月17日,11,第17回フェアリーステークス,G3,芝右 外,1200,曇,良,15:25,6回中山6日目,3歳オープン(混),
200006060710,2000年12月23日,10,第123回中山大障害,J.G1,障芝,4100,晴,良,14:40,6回中山7日目,障害4歳以上オープン(混)(定量),
200006060809,2000年12月24日,9,第45回有馬記念,G1,芝右,2500,晴,良,15:20,6回中山8日目,4歳以上オープン(混)(指)(馬齢),
200007010211,2000年3月5日,11,第48回トヨタ賞中京記念,G3,芝左,2000,曇,良,15:35,1回中京2日目,4歳以上オープン(混)(ハンデ),
200007010811,2000年3月26日,11,第30回高松宮記念,G1,芝左,1200,曇,良,15:40,1回中京8日目,4歳以上オープン(混)(指)(定量),
200007020211,2000年5月21日,11,第17回東海TV東海S,G2,ダ左,2300,晴,良,15:25,2回中京2日目,4歳以上オープン(混)(指)(別定),
200007020311,2000年5月27日,11,第36回金鯱賞,G2,芝左,2000,雨,稍重,15:45,2回中京3日目,4歳以上オープン(国際)[指](別定),
200007020511,2000年6月3日,11,第38回愛知杯,G3,芝左,2000,曇,良,15:45,2回中京5日目,4歳以上オープン(父)[指](ハンデ),
200007020811,2000年6月11日,11,第14回中日スポーツ賞4歳S,G3,芝左,1200,曇,稍重,15:45,2回中京8日目,4歳オープン(混)(特指)(別定),
200007030511,2000年12月9日,11,第36回中日新聞杯,G3,芝左,1800,晴,良,15:35,3回中京5日目,4歳以上オープン(父)(特指)(別定),
200007030711,2000年12月16日,11,第36回CBC賞,G2,芝左,1200,曇,良,15:35,3回中京7日目,4歳以上オープン(混)(特指)(別定),
200008010111,2000年1月5日,11,第38回スポニチ賞京都金杯,G3,芝右 外,1600,晴,良,15:35,1回京都1日目,4歳以上オープン(混)[指](ハンデ),
200008010411,2000年1月9日,11,第34回日刊スポシンザン記念,G3,芝右 外,1600,曇,良,15:40,1回京都4日目,4歳オープン(混)(特指)(別定),
200008010611,2000年1月16日,11,第47回日経新春杯,G2,芝右 外,2400,曇,良,15:40,1回京都6日目,4歳以上オープン(混)[指](ハンデ),
200008010811,2000年1月23日,11,第7回平安ステークス,G3,ダ右,1800,雨,不良,15:40,1回京都8日目,4歳以上オープン(混)(指)(別定),
200008020211,2000年1月30日,11,第35回京都牝馬特別,G3,芝右 外,1600,小雨,良,15:45,2回京都2日目,4歳以上オープン(混),
200008020411,2000年2月6日,11,第5回シルクロードS,G3,芝右,1200,雨,不良,15:45,2回京都4日目,4歳以上オープン(混)(指)(別定),
200008020611,2000年2月13日,11,第40回きさらぎ賞,G3,芝右 外,1800,曇,良,15:45,2回京都6日目,4歳オープン(混)(特指)(別定),
200008020811,2000年2月20日,11,第93回京都記念,G2,芝右 外,2200,晴,良,15:25,2回京都8日目,4歳以上オープン(混)[指](別定),
200008030211,2000年4月23日,11,第5回アンタレスステークス,G3,ダ右,1800,晴,良,15:45,3回京都2日目,4歳以上オープン(混)(指)(ハンデ),
200008030411,2000年4月30日,11,第121回天皇賞,春)(G1,芝右 外,3200,曇,良,15:40,3回京都4日目,4歳以上オープン牡・牝(指)(定量),
200008030511,2000年5月6日,11,第48回京都新聞杯,G3,芝右,2000,晴,良,15:45,3回京都5日目,4歳オープン(混)(特指)(別定),
200008030709,2000年5月13日,9,第2回京都ジャンプS,J.G3,障芝 内-外,3170,晴,良,14:25,3回京都7日目,障害4歳以上オープン(混)(ハンデ),
200008040211,2000年10月8日,11,第35回京都大賞典,G2,芝右 外,2400,曇,良,15:45,4回京都2日目,4歳以上オープン(混)(指)(別定),
200008040311,2000年10月14日,11,第35回デイリー杯3歳S,G2,芝右 外,1600,晴,良,15:45,4回京都3日目,3歳オープン(混)(指)(馬齢),
200008040411,2000年10月15日,11,第5回秋華賞,G1,芝右,2000,曇,良,15:40,4回京都4日目,4歳オープン(混),
200008040611,2000年10月22日,11,第61回菊花賞,G1,芝右 外,3000,晴,良,15:40,4回京都6日目,4歳オープン牡・牝(指)(定量),
200008040711,2000年10月28日,11,第43回毎日放送賞スワンS,G2,芝右 外,1400,雨,良,15:45,4回京都7日目,4歳以上オープン(国際)(指)(別定),
200008050211,2000年11月5日,11,第5回KBSファンタジーS,G3,芝右 外,1400,晴,良,15:40,5回京都2日目,3歳オープン(混),
200008050310,2000年11月11日,10,第2回京都ハイジャンプ,J.G2,障芝,3930,曇,良,15:00,5回京都3日目,障害4歳以上オープン(混)(別定),
200008050411,2000年11月12日,11,第25回エリザベス女王杯,G1,芝右 外,2200,曇,良,15:40,5回京都4日目,4歳以上オープン(国際),
200008050611,2000年11月19日,11,第17回マイルチャンピオンS,G1,芝右 外,1600,晴,良,15:40,5回京都6日目,4歳以上オープン(国際)(指)(定量),
200008050711,2000年11月25日,11,第45回京阪杯,G3,芝右 外,1800,曇,良,15:40,5回京都7日目,4歳以上オープン(混)(特指)(ハンデ),
200009010111,2000年2月26日,11,第9回アーリントンカップ,G3,芝右,1600,曇,良,15:45,1回阪神1日目,4歳オープン(混)(特指)(別定),
200009010211,2000年2月27日,11,第44回阪急杯,G3,芝右,1200,曇,良,15:45,1回阪神2日目,4歳以上オープン(混)(指)(別定),
200009010311,2000年3月4日,11,第7回チューリップ賞,G3,芝右,1600,雨,不良,15:45,1回阪神3日目,4歳オープン牝(指)(定量),
200009010510,2000年3月11日,10,第2回阪神Sジャンプ,J.G2,障芝,3900,小雨,良,15:10,1回阪神5日目,障害4歳以上オープン(混)(別定),
200009010611,2000年3月12日,11,第34回報知杯4歳牝馬特別,G2,芝右,1400,晴,良,15:45,1回阪神6日目,4歳オープン牝(指)(定量),
200009020111,2000年3月25日,11,第47回毎日杯,G3,芝右,2000,曇,良,15:45,2回阪神1日目,4歳オープン(混)(特指)(別定),
200009020411,2000年4月2日,11,第44回産経大阪杯,G2,芝右,2000,曇,良,15:45,2回阪神4日目,4歳以上オープン(混)(指)(別定),
200009020611,2000年4月9日,11,第60回桜花賞,G1,芝右,1600,晴,良,15:40,2回阪神6日目,4歳オープン牝(指)(定量),
200009020711,2000年4月15日,11,第31回読売マイラーズカップ,G2,芝右,1600,雨,良,15:40,2回阪神7日目,4歳以上オープン(混)(指)(別定),
200009030211,2000年6月18日,11,第5回プロキオンステークス,G3,ダ右,1400,曇,重,15:45,3回阪神2日目,4歳以上オープン(混)(指)(別定),
200009030411,2000年6月25日,11,第41回宝塚記念,G1,芝右,2200,雨,良,15:40,3回阪神4日目,4歳以上オープン(国際)(指)(定量),
200009030811,2000年7月9日,11,第5回マーメイドステークス,G3,芝右,2000,晴,良,15:45,3回阪神8日目,4歳以上オープン(混),
200009040111,2000年9月9日,11,第51回朝日チャレンジカップ,G3,芝右,2000,曇,良,15:45,4回阪神1日目,4歳以上オープン(混)(特指)(別定),
200009040211,2000年9月10日,11,第14回セントウルステークス,G3,芝右,1200,晴,良,15:45,4回阪神2日目,4歳以上オープン(混)(指)(別定),
200009040309,2000年9月16日,9,第2回阪神ジャンプS,J.G3,障芝,3170,雨,良,14:35,4回阪神3日目,障害4歳以上オープン(混)(別定),
200009040411,2000年9月17日,11,第18回関西TVローズS,G2,芝右,2000,晴,良,15:45,4回阪神4日目,4歳オープン(混),
200009040611,2000年9月24日,11,第48回神戸新聞杯,G2,芝右,2000,曇,良,15:45,4回阪神6日目,4歳オープン牡・牝(指)(定量),
200009050211,2000年12月3日,11,第52回阪神3歳牝馬S,G1,芝右,1600,曇,良,15:40,5回阪神2日目,3歳オープン(混),
200009050311,2000年12月9日,11,第4回シリウスステークス,G3,ダ右,1400,晴,良,15:40,5回阪神3日目,4歳以上オープン(混)(指)(ハンデ),
200009050411,2000年12月10日,11,第53回鳴尾記念,G3,芝右,2000,曇,良,15:40,5回阪神4日目,4歳以上オープン(混)(特指)(ハンデ),
200009050611,2000年12月17日,11,第43回サンスポ阪神牝馬特別,G2,芝右,1600,雨,良,15:40,5回阪神6日目,4歳以上オープン(混),
200009050711,2000年12月23日,11,第17回ラジオたんぱ杯3歳S,G3,芝右,2000,晴,良,15:40,5回阪神7日目,3歳オープン(混)(特指)(馬齢),
200010010411,2000年2月6日,11,第34回小倉大賞典,G3,芝右,1800,曇,良,15:35,1回小倉4日目,4歳以上オープン(混)(ハンデ),
200010020211,2000年7月16日,11,第35回TV西日本北九州記念,G3,芝右,1800,曇,良,15:45,2回小倉2日目,4歳以上オープン(混)(特指)(別定),
200010020410,2000年7月23日,10,第2回小倉サマージャンプ,J.G3,障芝,3390,晴,良,15:10,2回小倉4日目,障害4歳以上オープン(混)(ハンデ),
200010030211,2000年8月13日,11,第36回小倉記念,G3,芝右,2000,晴,良,15:45,3回小倉2日目,4歳以上オープン(混)(特指)(ハンデ),
200010030811,2000年9月3日,11,第20回小倉3歳ステークス,G3,芝右,1200,雨,重,15:45,3回小倉8日目,3歳オープン(混)(特指)(馬齢),
200101010411,2001年8月12日,11,第49回クイーンステークス,G3,芝右,1800,晴,良,15:30,1回札幌4日目,3歳以上オープン(混),
200101010611,2001年8月19日,11,第37回札幌記念,G2,芝右,2000,晴,良,15:30,1回札幌6日目,3歳以上オープン(混)(特指)(別定),
200101020111,2001年9月1日,11,第6回エルムステークス,G3,ダ右,1700,晴,良,15:30,2回札幌1日目,3歳以上オープン(混)(指)(別定),
200101020711,2001年9月22日,11,第36回札幌2歳ステークス,G3,芝右,1800,晴,良,15:30,2回札幌7日目,2歳オープン(混)(特指)(定量),
200102010811,2001年7月1日,11,第8回函館スプリントS,G3,芝右,1200,晴,稍重,15:30,1回函館8日目,3歳以上オープン(混)(特指)(別定),
200102020611,2001年7月22日,11,第37回函館記念,G3,芝右,2000,雨,良,15:30,2回函館6日目,3歳以上オープン(混)(特指)(ハンデ),
200102020811,2001年7月29日,11,第33回函館2歳ステークス,G3,芝右,1200,曇,良,15:30,2回函館8日目,2歳オープン(混)(特指)(定量),
200103010811,2001年5月13日,11,第23回新潟大賞典,G3,芝右,2000,晴,良,15:30,1回福島8日目,4歳以上オープン[指](ハンデ),
200103020611,2001年7月1日,11,第50回ラジオたんぱ賞,G3,芝右,1800,晴,良,15:35,2回福島6日目,3歳オープン(特指)(別定),
200103020811,2001年7月8日,11,第37回七夕賞,G3,芝右,2000,晴,良,15:35,2回福島8日目,3歳以上オープン(混)[指](ハンデ),
200103030711,2001年11月17日,11,第37回福島記念,G3,芝右,2000,曇,良,15:10,3回福島7日目,3歳以上オープン(混)(特指)(ハンデ),
200104010811,2001年8月5日,11,第36回関屋記念,G3,芝左 外,1600,晴,良,15:35,1回新潟8日目,3歳以上オープン(混)(特指)(別定),
200104020310,2001年8月18日,10,第3回新潟ジャンプS,J.G3,障芝 外-内,3250,晴,良,15:05,2回新潟3日目,障害3歳以上オープン(混)(ハンデ),
200104020411,2001年8月19日,11,第1回アイビスサマーD,G3,芝直線,1000,晴,良,15:35,2回新潟4日目,3歳以上オープン(混)(指)(別定),
200104020611,2001年8月26日,11,第37回新潟記念,G3,芝左 外,2000,雨,良,15:35,2回新潟6日目,3歳以上オープン(混)(特指)(ハンデ),
200104020811,2001年9月2日,11,第21回新潟2歳ステークス,G3,芝左,1400,晴,良,15:35,2回新潟8日目,2歳オープン(混)(特指)(定量),
200104030711,2001年10月20日,11,第55回カブトヤマ記念,G3,芝左 外,1800,晴,良,15:30,3回新潟7日目,3歳以上オープン(父)(特指)(ハンデ),
200105010111,2001年1月29日,11,第15回根岸ステークス,G3,ダ左,1400,晴,不良,15:35,1回東京1日目,4歳以上オープン(混)(指)(別定),
200105010211,2001年1月30日,11,第51回東京新聞杯,G3,芝左,1600,晴,稍重,15:35,1回東京2日目,4歳以上オープン(混)[指](別定),
200105010411,2001年2月4日,11,第35回共同通信杯,G3,芝左,1800,曇,良,15:35,1回東京4日目,3歳オープン(混)(特指)(別定),
200105010611,2001年2月11日,11,第51回ダイヤモンドS,G3,芝左,3200,晴,良,15:35,1回東京6日目,4歳以上オープン(混)[指](ハンデ),
200105010711,2001年2月17日,11,第36回デイリー杯クイーンC,G3,芝左,1600,晴,良,15:35,1回東京7日目,3歳オープン(混),
200105010811,2001年2月18日,11,第18回フェブラリーS,G1,ダ左,1600,晴,良,15:35,1回東京8日目,4歳以上オープン(混)(指)(定量),
200105020211,2001年4月22日,11,第36回サンスポ賞フローラS,G2,芝左,2000,晴,良,15:35,2回東京2日目,3歳オープン牝(指)(定量),
200105020311,2001年4月28日,11,第8回テレビ東京杯青葉賞,G2,芝左,2400,晴,良,15:35,2回東京3日目,3歳オープン(混)(指)(定量),
200105020611,2001年5月6日,11,第6回NHKマイルカップ,G1,芝左,1600,晴,良,15:35,2回東京6日目,3歳オープン(混),
200105020811,2001年5月13日,11,第46回京王杯スプリングC,G2,芝左,1400,晴,良,15:35,2回東京8日目,4歳以上オープン(国際)(指)(別定),
200105030211,2001年5月20日,11,第62回優駿牝馬,G1,芝左,2400,晴,良,15:35,3回東京2日目,3歳オープン牝(指)(定量),
200105030409,2001年5月27日,9,第68回東京優駿,G1,芝左,2400,曇,重,15:30,3回東京4日目,3歳オープン牡・牝(指)(定量),
200105030511,2001年6月2日,11,第6回ユニコーンステークス,G3,ダ左,1600,晴,良,15:35,3回東京5日目,3歳オープン(混)(指)(別定),
200105030611,2001年6月3日,11,第51回安田記念,G1,芝左,1600,晴,良,15:35,3回東京6日目,3歳以上オープン(国際)(指)(定量),
200105030710,2001年6月9日,10,第3回東京ハイジャンプ,J.G2,障芝,3300,晴,良,15:05,3回東京7日目,障害3歳以上オープン(混)(別定),
200105030811,2001年6月10日,11,第18回エプソムカップ,G3,芝左,1800,曇,良,15:35,3回東京8日目,3歳以上オープン(混)[指](別定),
200105040211,2001年10月7日,11,第52回毎日王冠,G2,芝左,1800,曇,良,15:35,4回東京2日目,3歳以上オープン(国際)(指)(別定),
200105040309,2001年10月13日,9,第3回東京オータムジャンプ,J.G3,障芝,3300,晴,良,14:30,4回東京3日目,障害3歳以上オープン(混)(ハンデ),
200105040411,2001年10月14日,11,第49回府中牝馬ステークス,G3,芝左,1800,晴,良,15:30,4回東京4日目,3歳以上オープン(混),
200105040511,2001年10月20日,11,第4回富士ステークス,G3,芝左,1600,晴,良,15:35,4回東京5日目,3歳以上オープン(国際)(指)(別定),
200105040711,2001年10月27日,11,第6回東京中日S杯武蔵野S,G3,ダ左,1600,晴,良,15:35,4回東京7日目,3歳以上オープン(国際)(指)(別定),
200105040811,2001年10月28日,11,第124回天皇賞,秋)(G1,芝左,2000,雨,重,15:35,4回東京8日目,3歳以上オープン牡・牝(指)(定量),
200105050211,2001年11月4日,11,第39回アルゼンチン共和国杯,G2,芝左,2500,晴,稍重,15:35,5回東京2日目,3歳以上オープン(混)(特指)(ハンデ),
200105050311,2001年11月10日,11,第37回京王杯2歳ステークス,G2,芝左,1400,雨,不良,15:30,5回東京3日目,2歳オープン(混)(指)(定量),
200105050511,2001年11月17日,11,第6回東京スポーツ杯2歳S,G3,芝左,1800,晴,良,15:30,5回東京5日目,2歳オープン(混)(指)(定量),
200105050711,2001年11月24日,11,第2回ジャパンカップダート,G1,ダ左,2100,晴,良,15:20,5回東京7日目,3歳以上オープン(国際)(指)(定量),
200105050810,2001年11月25日,10,第21回ジャパンカップ,G1,芝左,2400,晴,良,15:20,5回東京8日目,3歳以上オープン(国際)(指)(定量),
200106010111,2001年1月5日,11,第50回日刊スポ賞中山金杯,G3,芝右,2000,晴,良,15:20,1回中山1日目,4歳以上オープン(混)[指](ハンデ),
200106010311,2001年1月7日,11,第5回ガーネットステークス,G3,ダ右,1200,曇,良,15:30,1回中山3日目,4歳以上オープン(混)(指)(別定),
200106010611,2001年1月14日,11,第41回京成杯,G3,芝右,2000,晴,良,15:30,1回中山6日目,3歳オープン(混)(特指)(別定),
200106010811,2001年1月21日,11,第42回アメリカジョッキーC,G2,芝右 外,2200,晴,良,15:30,1回中山8日目,4歳以上オープン(混)[指](別定),
